,1748,1749,1750,1751,1752,1753,1754,1755,1756,1757,1758,1759,1760,1761,1762,1763,1764,1765,1766,1767,1768,1769,1770,1771,1772,1773,1774,1775,1776,1777,1778,1779,1780,1781,1782,1783,1784,1785,1786,1787,1788,1789,1790,1791,1792,1793,1794,1795,1796,1797,1798,1799,1800,1801,1802,1803,1804,1805,1806,1807,1808,1809,1810,1811,1812,1813,1814,1815,1816,1817,1818,1819,1820,1821,1822,1823,1824,1825,1826,1827,1828,1829,1830,1831,1832,1833,1834,1835,1836,1837,1838,1839,1840,1841,1842,1843,1844,1845,1846,1847,1848,1849,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
ABT,NA,NA,NA,NA,NA,NA,NA,7.764472773179047e-05,7.764472773179047e-05,7.764472773179047e-05,5.411703918683659e-05,5.411703918683659e-05,5.411703918683659e-05,5.411703918683659e-05,5.411703918683659e-05,5.411703918683659e-05,5.411703918683659e-05,5.411703918683659e-05,5.411703918683659e-05,5.411703918683659e-05,5.411703918683659e-05,5.411703918683659e-05,5.411703918683659e-05,5.411703918683659e-05,5.411703918683659e-05,5.411703918683659e-05,5.411703918683659e-05,5.411703918683659e-05,5.411703918683659e-05,5.411703918683659e-05,5.411703918683659e-05,5.411703918683659e-05,5.411703918683659e-05,5.411703918683659e-05,5.411703918683659e-05,5.411703918683659e-05,5.411703918683659e-05,5.411703918683659e-05,5.411703918683659e-05,5.411703918683659e-05,5.411703918683659e-05,5.411703918683659e-05,5.411703918683659e-05,5.411703918683659e-05,5.411703918683659e-05,5.411703918683659e-05,5.411703918683659e-05,5.411703918683659e-05,5.411703918683659e-05,5.411703918683659e-05,5.411703918683659e-05,5.411703918683659e-05,5.411703918683659e-05,5.411703918683659e-05,5.411703918683659e-05,5.411703918683659e-05,5.411703918683659e-05,5.411703918683659e-05,5.411703918683659e-05,5.411703918683659e-05,5.411703918683659e-05,5.411703918683659e-05,5.411703918683659e-05,5.411703918683659e-05,5.411703918683659e-05,5.411703918683659e-05,5.411703918683659e-05,5.411703918683659e-05,5.411703918683659e-05,5.411703918683659e-05,5.411703918683659e-05,5.411703918683659e-05,5.411703918683659e-05,5.411703918683659e-05,5.411703918683659e-05,5.411703918683659e-05,5.411703918683659e-05,5.411703918683659e-05,5.411703918683659e-05,5.411703918683659e-05,5.411703918683659e-05,5.411703918683659e-05,5.411703918683659e-05,5.411703918683659e-05,5.411703918683659e-05,5.411703918683659e-05,5.411703918683659e-05,5.411703918683659e-05,5.411703918683659e-05,5.411703918683659e-05,5.411703918683659e-05,5.411703918683659e-05,5.411703918683659e-05,5.411703918683659e-05,5.411703918683659e-05,5.411703918683659e-05,5.411703918683659e-05,5.411703918683659e-05,5.411703918683659e-05,5.411703918683659e-05,5.411703918683659e-05,5.411703918683659e-05,5.411703918683659e-05,5.411703918683659e-05,5.411703918683659e-05,5.411703918683659e-05,5.411703918683659e-05,5.411703918683659e-05,5.411703918683659e-05,5.411703918683659e-05,5.411703918683659e-05,5.411703918683659e-05,5.411703918683659e-05,5.411703918683659e-05,5.411703918683659e-05,5.411703918683659e-05,5.411703918683659e-05,5.412735686851966e-05,5.412735686851966e-05,5.412735686851966e-05,5.412735686851966e-05,5.412735686851966e-05,5.412735686851966e-05,5.412735686851966e-05,5.412735686851966e-05,5.412735686851966e-05,5.412735686851966e-05,5.412735686851966e-05,5.412735686851966e-05,5.412735686851966e-05,5.412735686851966e-05,5.412735686851966e-05,0.0017543729602936908,0.0017543729602936908,0.0017543721160170522,0.0017544667263993863,0.0017544667263993863,0.001754452204300511,0.015591183063752588,0.0007383083738629674,0.0007383083738629674,0.0007383083738629674,0.0007383083738629674,0.0007383083738629674,0.027941393426226084,0.003022379270171816,0.0030227687849102656,0.003229630384926278,0.005756007801653296,0.005737142043348628,0.01723340931597254,0.017235998965371317,0.03672540901583009,0.003943656118445163,0.0039439644982419385,0.00399856660490465,0.005488888997883975,0.0057321686191829455,0.005732456444489572,0.005735248205437685,0.005729589395408326,0.005725906644831959,0.0057247483809833525,0.005723844713087398,0.005723212680167281,0.00572412676434878,0.005735917856970608,0.005736463775716837,0.029920163610344552,0.01457824752258598,0.010185036993173743,0.009949501158358853,0.00995009283509974,0.009830132969513641,0.009831224333029284,0.015060628815258641,0.014091362565573862,0.013703993367849094,0.013742989762910055,0.039701426274993894,0.039700995237729825,0.0397045625047095,0.03970474263701899,0.03971076197077271,0.010799142745707816,0.010801261990983472,0.010797853829424338,0.010801101910875138,0.010803708817177382,0.010745603447703719,0.010689073373880503,0.010714620740828967,0.01364572900489853,0.013811596388750659,0.019449879938502595,0.019458727264564296,0.019697883940959962,0.020792993389180392,0.020833104078274597,0.02009327521970437,0.014460711328727184,0.014225267683562028,0.014217263662834252,0.019575173777399736,0.037870871100329266,0.037870066368759704,0.037871069080509176,0.009335843764313392,0.009289212682622571,0.009543123222159933,0.009554659516021698,0.020842818088886675,0.020899148810169754,0.021009830575042465,0.021091855902693763,0.021107469291540833,0.02110299752684641,0.021104751421094064,0.021134088470533368,0.021133776349084483,0.023341771086492828,0.023341771086492828,0.07558397208856449,0.0227043645665383,0.022702518133225564,0.022086990323553234,0.022084899013240514,0.02211878613884533,0.02212453208867528,0.02192066417984304,0.021640459391712913,0.021561895513385665,0.021527120936724372,0.021433903608820932,0.02141363549787037,0.021396151626485626,0.021352689597495457,0.020986860359932684,0.020709948960312707,0.00993546766837917,0.008014410787118953,0.007919111540869217,0.007913254287373347,0.007912169018597768,0.007915079722065354,0.007915959739500792,0.007922817707748286,0.007956857597147026,0.007989450164709515,0.008013981959219397,0.008074517021149408,0.008115749552752582,0.008256722394896747,0.008410129219362667,0.008414369025416231,0.008409385423166549,0.008410735608316748,0.008409914241207158,0.008410262743815983,0.008412722040199034,0.00840940541177677,0.008407305314692026,0.008405324706981047,0.008400257575992038,0.00839931863388964,0.008398206349971403,0.008398136072380484,0.008398684366932967,0.008399306801632643,0.008403547002837406,0.00840839726936804,0.0084285650710961,0.008436498407531048,0.008437446157416761,0.00844871623626643
AFG,NA,NA,NA,NA,NA,NA,NA,4.112934528717119e-05,4.112934528717119e-05,4.112934528717119e-05,4.112934528717119e-05,4.112934528717119e-05,4.112934528717119e-05,4.112934528717119e-05,4.112934528717119e-05,4.112934528717119e-05,4.1128559118463086e-05,4.1128559118463086e-05,4.1128559118463086e-05,4.1128559118463086e-05,4.1128559118463086e-05,4.1128559118463086e-05,4.1128559118463086e-05,4.1128559118463086e-05,4.1128559118463086e-05,4.1128559118463086e-05,4.1128559118463086e-05,4.1128559118463086e-05,4.1128559118463086e-05,4.1128559118463086e-05,4.1128559118463086e-05,4.1128559118463086e-05,4.1128559118463086e-05,4.1128559118463086e-05,4.1128559118463086e-05,4.1128559118463086e-05,4.1128559118463086e-05,4.1128559118463086e-05,4.1128559118463086e-05,4.1128559118463086e-05,4.1128559118463086e-05,4.1128559118463086e-05,4.1128559118463086e-05,4.1128559118463086e-05,4.1128559118463086e-05,4.1128559118463086e-05,4.1128559118463086e-05,4.1128559118463086e-05,4.1128559118463086e-05,4.1128559118463086e-05,4.1128559118463086e-05,4.1128559118463086e-05,4.1128559118463086e-05,4.1128559118463086e-05,4.1128559118463086e-05,4.1128559118463086e-05,4.1128559118463086e-05,4.1128559118463086e-05,4.1128559118463086e-05,4.1128559118463086e-05,4.1128559118463086e-05,4.1128559118463086e-05,4.1128559118463086e-05,4.1128559118463086e-05,4.1128559118463086e-05,4.1128559118463086e-05,4.1128559118463086e-05,4.1128559118463086e-05,4.1128559118463086e-05,4.1128559118463086e-05,4.1128559118463086e-05,4.1128559118463086e-05,4.1128559118463086e-05,4.1128559118463086e-05,4.1128559118463086e-05,4.1128559118463086e-05,4.1128559118463086e-05,4.1128559118463086e-05,4.1128559118463086e-05,4.1128559118463086e-05,4.1128559118463086e-05,4.1128559118463086e-05,4.1128559118463086e-05,4.1128559118463086e-05,4.1128559118463086e-05,4.1128559118463086e-05,4.1128559118463086e-05,4.1128559118463086e-05,4.1128559118463086e-05,4.1128559118463086e-05,4.1128559118463086e-05,4.1128559118463086e-05,4.1128559118463086e-05,4.1128559118463086e-05,4.1128559118463086e-05,4.1128559118463086e-05,4.1128559118463086e-05,4.1128559118463086e-05,4.1128559118463086e-05,4.1128559118463086e-05,4.1128559118463086e-05,4.1128559118463086e-05,4.1128559118463086e-05,4.1128559118463086e-05,4.1128559118463086e-05,4.1128559118463086e-05,4.1128559118463086e-05,4.1128559118463086e-05,4.1128559118463086e-05,4.1128559118463086e-05,4.1128559118463086e-05,4.1128559118463086e-05,4.1128559118463086e-05,4.1128559118463086e-05,4.1128559118463086e-05,4.1128559118463086e-05,4.1128559118463086e-05,4.1128559118463086e-05,4.1128559118463086e-05,4.1128559118463086e-05,4.1128559118463086e-05,4.1128559118463086e-05,4.1128559118463086e-05,4.1128559118463086e-05,4.1128559118463086e-05,4.1128559118463086e-05,4.1128559118463086e-05,4.1128559118463086e-05,4.113694837970883e-05,4.113694837970883e-05,4.132444109599688e-05,4.132444109599688e-05,4.132444109599688e-05,4.132444109599688e-05,4.132444109599688e-05,4.132444109599688e-05,4.132444109599688e-05,4.132444109599688e-05,4.132551076425831e-05,4.132551076425831e-05,4.132551076425831e-05,4.132551076425831e-05,4.132551076425831e-05,4.132551076425831e-05,4.132551076425831e-05,4.132551076425831e-05,4.132551076425831e-05,4.132551076425831e-05,4.132551076425831e-05,4.132551076425831e-05,4.132551076425831e-05,4.132551076425831e-05,4.132551076425831e-05,4.132551076425831e-05,4.132551076425831e-05,4.132551076425831e-05,4.132551076425831e-05,4.132551076425831e-05,4.132551076425831e-05,4.132551076425831e-05,4.132551076425831e-05,4.132551076425831e-05,4.132551076425831e-05,4.132551076425831e-05,4.132551076425831e-05,4.132551076425831e-05,4.132551076425831e-05,4.132551076425831e-05,4.132551076425831e-05,4.132551076425831e-05,4.132551076425831e-05,4.132551076425831e-05,4.132551076425831e-05,4.132551076425831e-05,4.132551076425831e-05,4.132551076425831e-05,4.132551076425831e-05,4.132551076425831e-05,4.132551076425831e-05,4.132551076425831e-05,4.224009545651966e-05,4.224009545651966e-05,4.224009545651966e-05,4.224009545651966e-05,6.239375155010414e-05,0.00018127755196969562,0.0003157809112605805,0.0003157809112605805,0.0003157809112605805,0.0003157809112605805,0.00031867328590061097,0.0003185860220348862,0.00031851551906113187,0.00031808680307741666,0.00031777999058785466,0.00031644060671841273,0.00031629204495691387,0.0003162634820594609,0.0003162336317801969,0.0003162336317801969,0.0003162336317801969,0.004670265671777771,0.0008537659201472554,0.0008525211879268161,0.0008524405830382586,0.0008510379918367184,0.0008510379918367184,0.0008509117353171652,0.0005838093362972614,0.0005816098304525372,0.0005814572717100658,0.0005814572717100658,0.0005814572717100658,0.0005814572717100658,0.0005814572717100658,0.02213694244602381,0.02213694244602381,0.008992650775373064,0.008992650775373064,0.0013621444457105475,0.031832271523347,0.0021587904948369902,0.002154810465981743,0.002153887745195842,0.0021527869845663888,0.002122613906193821,0.0021224968476847533,0.037541465210796654,0.007595746522887827,0.007595746522887827,0.0020341407240688806,0.0020338563137124797,8.205855939569339e-05,8.205855939569339e-05,8.205855939569339e-05,8.205855939569339e-05,8.205855939569339e-05,8.205855939569339e-05,8.205855939569339e-05,8.205855939569339e-05,8.205855939569339e-05,8.205855939569339e-05,8.206862282881227e-05,8.206862282881227e-05,8.206862282881227e-05,8.206862282881227e-05,8.206862282881227e-05,8.206862282881227e-05,8.206862282881227e-05,8.206862282881227e-05,8.206862282881227e-05,8.206862282881227e-05,8.206862282881227e-05,8.209930419858433e-05,8.21188556457878e-05,8.21188556457878e-05,8.438841419602114e-05,8.438841419602114e-05,8.438841419602114e-05,8.438841419602114e-05,8.447788774052596e-05,8.447788774052596e-05,8.447788774052596e-05,8.447788774052596e-05,8.464803851432284e-05,8.464803851432284e-05,0.0030035233683207495,0.0013883183635267384,0.0013873183457487944,0.0013883812712936392,0.0013884121456371739,0.0013884121456371739,0.0013995209169113732,0.0013991012386212868,0.0013965237474951031
AGE,NA,NA,NA,NA,NA,NA,NA,0.00012787780350522778,0.00012787780350522778,0.00012787780350522778,0.00012787780350522778,0.00012787780350522778,0.00012787780350522778,0.00012787780350522778,0.00012787780350522778,0.00012787780350522778,0.00012787780350522778,0.00012787780350522778,0.00012787780350522778,0.00012787780350522778,0.00012787780350522778,0.00012787780350522778,0.00012787780350522778,0.00012787780350522778,0.00012787780350522778,0.00012787780350522778,0.00012787780350522778,0.00012787780350522778,0.00012787780350522778,0.00012784025972644155,0.00012784025972644155,0.00012784025972644155,0.00012784025972644155,0.00012784025972644155,0.00012784025972644155,0.00012784025972644155,0.00012784025972644155,0.00012784025972644155,0.00012784025972644155,0.00012784025972644155,0.00012784025972644155,0.00012784025972644155,0.00012784025972644155,0.00012784025972644155,0.00012784025972644155,0.00012784025972644155,0.00012784025972644155,0.00012784025972644155,0.00012784025972644155,0.00012784025972644155,0.00012784025972644155,0.00012784025972644155,0.00012784025972644155,0.00012784025972644155,0.00012784025972644155,0.00012784025972644155,0.00012784025972644155,0.00012784025972644155,0.00012784025972644155,0.00012784025972644155,0.00012784025972644155,0.00012784025972644155,0.00012784025972644155,0.00012784025972644155,0.00012784025972644155,0.00012784025972644155,0.00012784025972644155,0.00012784025972644155,0.00012784025972644155,0.00012784025972644155,0.00012784025972644155,0.00012784025972644155,0.00012784025972644155,0.00012784025972644155,0.00012784025972644155,0.00012784025972644155,0.00012784025972644155,0.00012784025972644155,0.00012784025972644155,0.00012784025972644155,0.00012784025972644155,0.00012784025972644155,0.00012784025972644155,0.00012784025972644155,0.00012784025972644155,0.00012784025972644155,0.00012784025972644155,0.00012784025972644155,0.00012784025972644155,0.00012784025972644155,0.00012784025972644155,0.00012784025972644155,0.00012784025972644155,0.00012784025972644155,0.00012784025972644155,0.00012784025972644155,0.00012784025972644155,0.00012784025972644155,0.00012784025972644155,0.00012784025972644155,0.00012784025972644155,0.00012784025972644155,0.00012784025972644155,0.00012784025972644155,0.00012784025972644155,0.00012784025972644155,0.00012784025972644155,0.00012784025972644155,0.00012784025972644155,0.00012784025972644155,0.00012784025972644155,0.00012784025972644155,0.00012784025972644155,0.00012784025972644155,0.00012784025972644155,0.00012784025972644155,0.00012783192042991855,0.00012783192042991855,0.00012783192042991855,0.00012783192042991855,0.00012783192042991855,0.00012783192042991855,0.00012783192042991855,0.0038856715493819074,0.025842762704548942,0.012698027880724676,0.014585021271186766,0.014724096986349024,0.015273053426364742,0.015356177191904212,0.015363816403320648,0.015268161129564547,0.002315310401594799,0.002315310401594799,0.0023146067712351654,0.002313467896615718,0.002313467896615718,0.02278518674054084,0.023201963449937746,0.006737706593725877,0.0067308763034851435,0.0023341980018415434,0.0023354029173017986,0.002335575405347575,0.0022981730562741973,0.0022981730562741973,0.0022977314566999638,0.002298199703846194,0.004093999458433086,0.008945942088236809,0.008926681690939268,0.00890943491112171,0.008920387725962833,0.00925403478234882,0.009210376444379149,0.004387506503914154,0.004378029371888248,0.004378305778594642,0.004376790255986209,0.004377052260999668,0.018345005393828613,0.01805181361926159,0.018105492738821054,0.018106969181917516,0.0032604312713894355,0.012014429730084628,0.012012537122636653,0.011987875115028865,0.0033827361946820182,0.003382625352850629,0.0033842671113649934,0.003384561517259433,0.0033843045517006594,0.0033842923084804683,0.0033842923084804683,0.0033842923084804683,0.003384321218796633,0.0033843716101476036,0.0033843716101476036,0.0033843480487697687,0.0033843480487697687,0.0033843480487697687,0.003384433026632599,0.003384433026632599,0.0033843513129166005,0.003384171738857449,0.0033842131918103546,0.003384142113429356,0.003384142113429356,0.0033844965785193204,0.003384657313850042,0.00338566036207564,0.003385729440285791,0.0033863322502850238,0.003386155708601942,0.00927046484742588,0.00927046484742588,0.023078955436474546,0.02307962519278619,0.010353163564513098,0.0101696774644629,0.010167370580557607,0.010163237984496878,0.009837439612299955,0.009837161514260362,0.005165152414393764,0.0050058201608488015,0.0050097893423078676,0.00501099797611881,0.0050110213620162825,0.005010410785903495,0.0050095495810829945,0.005014211949350527,0.009980798687223675,0.003514409302489564,0.0035142599913384033,0.00540036711429677,0.006466295502211256,0.006387055469906352,0.006385256261053711,0.006385327593707724,0.00638656844236939,0.00639333304930233,0.006454932493237508,0.0065132750205283895,0.006581117693708926,0.006605209208099825,0.006605358611119687,0.006625646576503895,0.006672511367521634,0.0066733780655021105,0.006673635922727927,0.006672651270130808,0.006673023019257184,0.006674028473962245,0.006681909655704166,0.006683038200987227,0.00668619798775928,0.00668619798775928,0.006711398550530552,0.006711543968630236,0.0066353961136722366,0.006633990107307675,0.020422684229787755,0.020420575198291355,0.015993445486577253,0.01605841738899375,0.016046703228935793,0.04146300508777734,0.04146300508777734,0.023301067060464278,0.023301544861802147,0.02330378429835184,0.02330378429835184,0.009038492332548338,0.009038324982497977,0.009035810200638913,0.009056466221710408,0.006993295750679094,0.006808064117509008,0.006787513687080821,0.006778438693732616,0.00677725017084948,0.006776543840256815,0.006776965288869214,0.006777169372989382,0.006777008379169056,0.006769326782993187,0.006768707388370712,0.006768810879147266,0.006768710123503685,0.006768982771123066,0.006767553319221436,0.006764435217893589,0.00676373016212987
AGS,NA,NA,NA,NA,NA,NA,NA,7.011292573034731e-05,7.011292573034731e-05,7.011292573034731e-05,7.011292573034731e-05,7.011292573034731e-05,7.011292573034731e-05,7.011292573034731e-05,7.011292573034731e-05,7.011292573034731e-05,7.011292573034731e-05,7.011292573034731e-05,7.011292573034731e-05,7.011292573034731e-05,7.011292573034731e-05,7.011292573034731e-05,7.011292573034731e-05,7.011292573034731e-05,7.011292573034731e-05,7.011292573034731e-05,7.011292573034731e-05,7.011292573034731e-05,7.011292573034731e-05,7.011292573034731e-05,7.011292573034731e-05,7.011292573034731e-05,7.011292573034731e-05,7.011292573034731e-05,7.011292573034731e-05,7.011292573034731e-05,7.011292573034731e-05,7.011292573034731e-05,7.011292573034731e-05,7.011292573034731e-05,7.011292573034731e-05,7.011292573034731e-05,7.011292573034731e-05,7.011292573034731e-05,7.011292573034731e-05,7.011292573034731e-05,7.011292573034731e-05,7.011292573034731e-05,7.011292573034731e-05,6.99979176587665e-05,6.99979176587665e-05,6.99979176587665e-05,6.99979176587665e-05,6.99979176587665e-05,6.99979176587665e-05,6.99979176587665e-05,6.99979176587665e-05,6.99979176587665e-05,6.99979176587665e-05,6.99979176587665e-05,6.99979176587665e-05,6.99979176587665e-05,6.99979176587665e-05,6.99979176587665e-05,6.99979176587665e-05,6.99979176587665e-05,6.99979176587665e-05,6.99979176587665e-05,6.99979176587665e-05,6.99979176587665e-05,6.99979176587665e-05,6.99979176587665e-05,6.99979176587665e-05,6.99979176587665e-05,6.99979176587665e-05,6.99979176587665e-05,6.99979176587665e-05,6.99979176587665e-05,6.99979176587665e-05,6.99979176587665e-05,6.99979176587665e-05,6.99979176587665e-05,6.99979176587665e-05,6.99979176587665e-05,6.99979176587665e-05,6.99979176587665e-05,6.99979176587665e-05,6.99979176587665e-05,6.99979176587665e-05,6.99979176587665e-05,6.99979176587665e-05,6.99979176587665e-05,6.99979176587665e-05,6.99979176587665e-05,6.99979176587665e-05,6.99979176587665e-05,6.99979176587665e-05,6.99979176587665e-05,6.99979176587665e-05,6.99979176587665e-05,6.99979176587665e-05,6.99979176587665e-05,6.99979176587665e-05,6.99979176587665e-05,6.99979176587665e-05,6.99979176587665e-05,6.99979176587665e-05,6.99979176587665e-05,6.99979176587665e-05,6.99979176587665e-05,6.99979176587665e-05,6.99979176587665e-05,6.99979176587665e-05,6.99979176587665e-05,6.99979176587665e-05,6.99979176587665e-05,6.99979176587665e-05,6.99979176587665e-05,6.99979176587665e-05,6.99979176587665e-05,6.99979176587665e-05,6.99979176587665e-05,6.99979176587665e-05,6.99979176587665e-05,6.99979176587665e-05,6.99979176587665e-05,6.99979176587665e-05,6.99979176587665e-05,6.99979176587665e-05,6.99979176587665e-05,6.99979176587665e-05,6.99979176587665e-05,6.99979176587665e-05,6.99979176587665e-05,6.99979176587665e-05,6.99979176587665e-05,6.99979176587665e-05,6.99979176587665e-05,6.99979176587665e-05,6.99979176587665e-05,6.99979176587665e-05,0.006360915306120271,0.0008579527867777,0.0008576304168617201,0.0008576304168617201,0.0008576941939816963,0.000859499046919574,0.0008605647898756633,0.0008658653883688302,0.0009801583671095657,0.0009774109804669639,0.0009774109804669639,0.0009788639146143343,0.0010196601134430004,0.018457371222487823,0.018457371222487823,0.004519568209357244,0.004519568209357244,0.025411819821953726,0.0005091221662251363,0.0005091648771398221,0.000508978503940494,0.000508978503940494,0.0005088562098095873,0.0005088562098095873,0.0005088562098095873,0.0005088562098095873,0.0005088562098095873,0.0005088562098095873,0.0005088562098095873,0.0005088562098095873,0.000508947189831215,0.000508947189831215,0.0005090359104510638,0.000509120628044843,0.0005101891377637701,0.0005187814855647826,0.0006133247529171317,0.0010781603907321774,0.0017495921169213991,0.0017544654807579022,0.0017615187532987664,0.0017608783133519611,0.0017600476275027148,0.0017593115639092227,0.0017593787527000189,0.001759317280068301,0.0017591232911370813,0.0017591232911370813,0.0017591502557303448,0.0017595205228750387,0.0017594332776552442,0.020732864738476593,0.0014403440100296332,0.0014403440100296332,0.0014403440100296332,0.0014410782090402464,0.002299840033175049,0.005085807566144612,0.005899046247010767,0.006468037156200876,0.011870031543127386,0.006241978626868209,0.0021180915706170297,0.0018394737729949535,0.001838088456542719,0.0018342208458472376,0.0018250038839263375,0.0018234315276609942,0.0018215687885931708,0.0018205668678327265,0.0018205668678327265,0.0018204312953606638,0.0018204386466827002,0.0018202434235411841,0.0018202394995680653,0.0018204265107971806,0.03865767555281396,0.003197150190434003,0.003197150190434003,0.019838963217281756,0.019872372884491958,0.019871124494158274,0.019869237796382656,0.019869402334819937,0.004729936364706553,0.0047304283386769685,0.004734498541707423,0.005200984864244751,0.005199971367689608,0.00520200603880401,0.005218626481849871,0.03556608441310683,0.0021106569438475763,0.002110629418828759,0.002108943669025856,0.002109135142633211,0.0021097372699252657,0.002129815796574092,0.003256417387661782,0.003242835993688769,0.003243002178011106,0.003244829512564732,0.0032467577523378013,0.00435638062364693,0.004356179866104905,0.011521718913305327,0.02338118348850068,0.017416896979278486,0.016087373148212524,0.011875123406765619,0.007497164157754179,0.007425746268493708,0.007421426009928494,0.007427576116353476,0.038440437601488436,0.038440437601488436,0.010337507658393653,0.01270681594944825,0.012604079724275723,0.012655851910525599,0.03513924990070574,0.009078336425612798,0.009035071541811608,0.007543550094006992,0.007197652587144332,0.005088508023726994,0.005026239767705367,0.005024930950993655,0.00502367978205268,0.005024126670228171,0.0050638662022254935,0.005066680999588504,0.005068659939632481,0.005068381865010825
